ID,Topics
32,"[ 3.67020954e-04  3.77293247e-02 -3.18929274e-03 -4.40722615e-03
 -5.32236288e-03 -3.28547270e-04  1.10348935e-03 -1.56097605e-03
 -5.71205652e-03  1.86894680e-03 -5.20421206e-04 -5.50768660e-03
 -1.05189252e-02  9.81274731e-03  1.65675067e-02 -6.63067733e-03
  3.90702141e-03 -1.10720529e-02 -9.27719528e-03 -1.53473023e-03
 -1.81655090e-03 -1.81507204e-03  3.58970233e-04  1.92880356e-03
  4.66245252e-03  9.05333139e-03 -2.96102269e-03 -1.74160776e-02
 -2.15510069e-03  5.29986515e-04  6.78319940e-03 -5.36527042e-03
 -5.01116963e-03 -4.04189375e-03 -5.19643696e-03 -7.76509277e-03
  1.00607097e-02  5.41242013e-03 -1.29982277e-03 -2.65885628e-03
 -2.01504590e-03  4.04368638e-04 -6.54628015e-03 -8.67107742e-04
 -8.12056834e-03  7.70050975e-04  3.46807030e-03  4.26971981e-04
 -1.42513650e-03 -3.26662430e-03 -4.46043429e-03  1.42154034e-05
 -4.57932242e-03 -5.37264226e-03  8.35673384e-03  9.69555937e-04
 -1.12533047e-03  1.27030983e-03 -4.04467448e-03  3.21649382e-03
  7.81587804e-03  3.40999088e-03  9.20208695e-03 -5.08925401e-03
  7.90708000e-03  2.46841708e-03  1.51737034e-03 -4.28729513e-03
  1.90673383e-03 -7.10732274e-04 -1.06257995e-04 -7.44514645e-04
 -5.13101197e-03 -7.16447470e-03 -1.01139284e-02 -1.54313511e-03
  1.08142802e-02 -6.30478068e-03  3.74709809e-03  1.74430861e-03
  9.73899301e-03  3.57497096e-03 -7.71436860e-04 -5.08848694e-04
 -1.12674081e-02  1.40175406e-03  3.48037699e-04 -2.82412928e-03
  1.52600919e-03  5.33275863e-03  1.03246682e-02  1.51973690e-03
  1.04374190e-02 -7.83950130e-03  2.98468358e-03  8.34102707e-04
 -3.98637232e-03  7.50272655e-03  1.72263884e-03  3.68684942e-03]"
33,"[ 0.00052037  0.05802028 -0.00465027 -0.00389697 -0.00645135 -0.00116064
 -0.00042466 -0.00406512 -0.00717526  0.00143831  0.0011478  -0.00831952
 -0.01265061  0.00537211  0.01837788  0.00057992  0.0041257  -0.01434036
 -0.02111245 -0.00687842  0.00145326 -0.00778585  0.00355433  0.00257313
  0.02073883  0.05058725  0.0081386  -0.01365814 -0.00204834  0.01505194
  0.00949727  0.00204168 -0.00658459 -0.01121471 -0.0042405  -0.00422308
  0.01193211 -0.00745272  0.00174002 -0.00396655 -0.01293103 -0.00176552
 -0.01779836 -0.00271729 -0.01849453  0.00664343 -0.00036385 -0.00210313
  0.005419    0.00759619 -0.00476036 -0.00553697 -0.00198652 -0.0143535
 -0.00593923 -0.00920497  0.0176634   0.00268921 -0.01821128 -0.00577667
  0.0073739   0.02282695  0.01277409 -0.00306282 -0.01003308  0.01808677
 -0.00476443  0.01954637  0.00559157 -0.02245285  0.0434672  -0.00259926
 -0.00882934 -0.04191556 -0.028716    0.00521941  0.01654611 -0.01396107
  0.00230079 -0.01669791  0.04119371  0.00207622  0.024858    0.0168841
 -0.00026262 -0.07071999 -0.02269391  0.05845936 -0.03010084 -0.03054521
 -0.01894552  0.04512969  0.04794141 -0.01685293 -0.01451127  0.02215252
 -0.01822282  0.01373177  0.07723837  0.0518258 ]"
34,"[ 5.75040701e-06  4.98424340e-04 -4.32989257e-05 -6.08470809e-05
 -7.48156464e-05 -8.20623093e-06 -1.05250975e-05  8.38898867e-06
 -6.35699035e-05 -9.62230519e-06  2.53946116e-05 -5.17085524e-05
 -1.54674408e-04  1.16582315e-04  2.93903528e-04 -1.37108672e-04
  3.85889299e-05 -3.61749316e-05 -2.29942215e-04 -4.75545805e-05
 -6.27379396e-05 -9.00879227e-06  6.45661475e-06  1.27744136e-05
  1.12494155e-04  3.61597924e-04  7.21651198e-05 -2.56567537e-04
 -7.62111654e-05 -3.71048560e-06  1.73602852e-04  5.66939360e-05
 -2.02986586e-05 -2.45571835e-04 -4.88752598e-05 -3.50928088e-04
  8.21190859e-05 -2.54124565e-04 -3.47680886e-05 -2.73201689e-04
 -1.40760134e-04 -1.30325414e-05 -4.50530328e-04 -1.62913065e-04
 -3.89991195e-04  1.17324433e-04  7.48076496e-05 -4.49385259e-05
 -6.77269892e-06 -2.74230479e-04  1.34415577e-05 -7.77121656e-05
 -2.74645237e-05 -1.66584752e-04 -4.66908015e-05  9.71019689e-06
 -3.01613013e-05  8.81941026e-05 -1.54568846e-04  1.39596723e-05
 -2.18268124e-06  8.41528676e-05  1.39527609e-04 -5.83539916e-05
  3.02561685e-04  5.60544730e-05 -5.65503669e-05  2.52844254e-06
 -1.24867112e-04 -1.62215500e-04  1.44442429e-04  1.47558423e-04
  1.18338201e-05 -1.61804841e-04 -2.04115598e-05  1.80393385e-04
  7.98553156e-05 -5.64135192e-05 -8.96147380e-06  1.55490045e-04
  9.39563296e-05  1.46663379e-05 -1.26611344e-04  1.15966488e-04
 -1.48512559e-04  2.20323409e-04 -7.43774423e-05 -1.60849838e-04
  3.49192456e-05 -7.11501112e-05 -6.92465460e-05  2.71832985e-05
 -1.03498043e-04 -1.28143283e-04 -1.23848286e-04 -1.12674210e-04
  7.15607381e-05  1.48843535e-04 -1.52444971e-04 -7.33712383e-05]"
35,"[ 1.30564508e-04  1.48494113e-02 -1.39132328e-03 -3.30890131e-03
 -3.18606160e-03  1.73352786e-04 -5.28547121e-04 -2.46539222e-03
 -3.85695064e-03 -1.88948705e-04  3.79417206e-04 -1.73131460e-03
 -3.97564848e-03 -1.19147767e-03  3.72851480e-03 -4.67893750e-03
  1.97063640e-03 -1.46447115e-03 -2.69875879e-03  7.93622650e-04
 -3.32090805e-03 -8.81177253e-04  7.03387683e-05  2.61498583e-04
  2.48710553e-04  5.69125333e-04 -4.48752124e-04 -1.84707889e-03
 -3.02731151e-05 -1.15555277e-03  2.68418135e-03  2.46584059e-03
 -4.73009463e-04 -2.33308692e-03 -2.88450453e-04 -4.38927619e-03
  9.22003088e-04 -2.15144064e-03  1.47638140e-04 -1.64600235e-03
 -2.79605348e-04 -4.19552328e-04 -1.66009059e-03 -1.77829951e-03
 -2.37714684e-04  8.66600836e-04  2.52394684e-04 -3.59074450e-05
  6.48719193e-04 -2.60599211e-03  2.65774570e-03 -8.33244517e-04
 -6.15003496e-04 -4.88944072e-03  2.91613670e-04  4.11777330e-04
  7.55884233e-04  1.47357722e-03 -5.30990989e-04  6.59761684e-04
  4.01069550e-04 -5.98039401e-04  1.63551432e-03 -2.54156829e-03
  1.29897030e-03  5.07811588e-03 -1.90110702e-04  1.26901501e-03
  2.77999362e-03 -3.61414876e-03  2.58551702e-03 -8.52944408e-04
 -3.19409456e-03 -2.61361709e-03 -1.83024542e-03 -7.27133479e-04
  2.38888265e-03 -2.04988868e-03 -3.19551388e-03 -1.18821497e-03
  1.89461115e-03 -6.94004789e-04 -3.64080228e-04  1.34475198e-03
  9.25428710e-04 -1.61582798e-03 -1.70756813e-04 -1.12855348e-03
 -1.78559636e-03 -4.33788209e-03 -6.36748652e-04 -7.55534643e-04
  2.57925118e-06 -1.26492103e-04 -2.45677399e-03 -2.66981873e-03
 -1.83449215e-03  1.31143600e-03 -1.71208631e-03 -3.36475562e-04]"
37,"[ 3.49751909e-04  3.68281603e-02 -2.94272000e-03 -4.07111429e-03
 -4.16330162e-03 -7.98067515e-06 -7.41346180e-04 -4.41484722e-03
 -5.47149064e-03 -1.76057927e-04 -1.02054173e-03 -6.70475165e-03
 -1.25501071e-02 -2.64487604e-04  1.56444332e-02 -9.85194722e-03
  7.44539483e-03 -8.67124459e-03 -1.29799817e-02 -6.59666085e-04
 -4.60601180e-03 -3.85061504e-03 -9.79687377e-05  2.09583783e-03
  6.83247275e-03  1.56549421e-02 -5.73786610e-03 -1.51747847e-02
 -3.97337725e-03  1.07034129e-03  1.80417027e-02  5.04842624e-03
 -3.00077649e-03 -1.17449439e-02 -3.24935524e-03 -1.68094238e-02
  3.37602858e-03 -1.22386760e-02  1.47680097e-03  5.38144320e-04
 -8.64012126e-03 -1.90447285e-03 -8.28139963e-03 -5.92011627e-04
 -1.21733526e-02  3.33439186e-03  1.86773310e-03 -1.89401296e-03
  1.00920927e-02 -1.01402887e-02 -5.05096659e-03 -1.98433652e-03
 -1.72412497e-04 -2.27185374e-02 -3.24872349e-04 -1.89406655e-03
  1.12112046e-02  9.15122537e-03 -9.58095307e-03  6.26297493e-03
  8.24505369e-03  1.67859435e-02  1.13942109e-02 -5.33575375e-03
  1.14121580e-03  1.40502766e-02 -1.34426218e-02  8.06523016e-03
  1.05751404e-02 -2.61556208e-02  3.56842495e-02  6.34514033e-03
 -1.66940481e-02 -4.25095653e-02 -2.04492623e-02 -1.30137207e-02
  4.72310723e-03 -1.78322575e-02  1.27022229e-03 -1.81068211e-02
  3.86058742e-02  1.47169108e-03 -2.95206030e-03  6.25839016e-03
 -2.02213996e-03 -5.96341504e-02 -2.60314525e-02  4.15617143e-02
 -4.05351722e-02 -1.99688537e-02 -3.85013704e-02  2.82625919e-02
  5.83731238e-02 -2.89809224e-02 -1.74588709e-03  1.87098439e-02
 -2.87253764e-02  7.80420345e-03  8.09015136e-02  5.80105046e-02]"
38,"[ 3.38211833e-04  3.23283106e-02 -3.03553581e-03 -7.27702294e-03
 -4.81630964e-03  9.34280521e-04  6.76054930e-03  4.26662582e-02
 -8.38727359e-03 -1.44655735e-03 -2.76522788e-03 -5.08789107e-03
 -9.22086970e-03 -5.86526291e-03  1.03972794e-01 -4.61577322e-03
 -4.79729082e-02  1.77303172e-01  2.24561218e-03  6.13646668e-02
 -1.26021943e-01  2.05527124e-02 -2.43795694e-02  1.35315045e-02
 -8.28759070e-03  1.62202537e-02  3.29886784e-02 -1.01478967e-02
  9.81602939e-03 -1.14777196e-02 -1.83321837e-02 -1.97942582e-02
  2.12453653e-03  1.45047129e-03  1.02293489e-03  1.34555583e-02
  7.34154227e-03  6.93926097e-04 -2.66162476e-03  1.05261438e-02
  1.18038990e-02  1.96477978e-03 -5.57250353e-03  6.39900843e-03
  3.88940028e-04 -2.40760465e-03 -1.19858270e-03  1.07994033e-03
 -5.32000819e-03 -2.59578555e-03 -8.85864012e-03 -1.55592557e-02
 -7.10018350e-04 -6.52034378e-03 -3.54859372e-03 -3.51972973e-03
 -6.81093509e-03  2.80920040e-03 -1.02056118e-03 -3.70983906e-04
  6.83973837e-03  1.47269276e-03 -7.42294454e-04 -6.76021260e-03
 -5.15254208e-03  1.03558373e-04 -1.07094706e-03  4.96076138e-03
 -3.27168284e-03  4.43726846e-03 -1.18583987e-02  1.85582468e-03
 -1.69719438e-03 -4.49722774e-03 -2.53242963e-03  5.33474428e-03
  2.46531352e-04 -3.83788303e-03 -4.62264703e-04  5.13759787e-05
  3.22556878e-04  3.05998321e-03 -1.93442787e-03  1.53725259e-03
  6.64916716e-03 -2.84276887e-03 -9.48989478e-04 -2.40897009e-03
 -7.85105597e-04 -6.75348895e-03  1.03669496e-03 -4.96657846e-03
  1.53453933e-03  6.81318306e-03 -2.61123241e-04 -2.72622267e-03
 -8.27955977e-03 -1.24314766e-03  4.11729555e-03  1.11868863e-03]"
40,"[ 3.56706687e-04  5.66215954e-02 -6.34034735e-03 -9.59893941e-02
  2.50409120e-01  4.71970728e-04 -1.77465407e-02 -1.54877261e-02
 -2.37929274e-03 -3.31852194e-03 -1.30390806e-03 -7.83565012e-03
 -9.54307968e-03 -2.29292319e-03  8.19903692e-03 -1.22901647e-02
  4.51207485e-03 -3.33578157e-03 -1.14054204e-03 -1.83115624e-03
 -1.81402172e-03 -3.62611827e-03 -3.07812860e-03 -6.06800474e-04
  2.16416063e-03  4.51158410e-03  3.42038095e-03 -8.92106095e-03
 -9.12510343e-04  4.31705520e-03  2.75909370e-03  1.70887707e-03
  3.17097636e-03 -5.99276759e-03  5.08130899e-03 -9.06709455e-03
  1.74537242e-03 -5.87986399e-03  6.64570611e-03 -1.01258890e-02
 -6.01029601e-03 -6.80456107e-04 -6.06571331e-03  4.23525481e-04
 -7.06300513e-03  7.53018348e-04  3.80946045e-03 -1.09306514e-03
  4.43652352e-03  9.39971104e-05 -5.54842611e-03  4.99616514e-03
 -3.17261957e-03 -7.61569289e-03  1.11739666e-02  1.26045015e-03
 -5.29776523e-03  9.34369563e-03  4.70886078e-03 -5.63359973e-03
  3.12467533e-04 -8.28303760e-03  6.20494985e-03  1.45963405e-03
  1.14177958e-02 -1.61739931e-03 -3.21281277e-03  2.02419501e-03
 -1.12164722e-03 -2.07400648e-03  1.13033772e-03  3.96349477e-03
 -3.62412170e-03 -1.07265432e-02 -1.34573275e-02  7.06557442e-03
 -4.39918546e-03 -7.31843256e-03  1.92514722e-02 -6.34123893e-03
 -2.29759380e-02  8.76934535e-04 -1.33630837e-03 -1.25800994e-02
 -1.32873197e-02 -2.10735834e-02 -1.84088951e-02 -1.06527726e-02
  2.06337810e-02  1.68435810e-02 -6.84346368e-03 -1.05249801e-02
  3.79399366e-03  1.40091617e-03  2.18823637e-02 -3.82832453e-03
  1.28861495e-02  1.20099025e-02 -2.88068954e-02 -1.27824408e-02]"
41,"[ 3.60312479e-06  4.04583261e-04 -3.85932062e-05 -8.11605860e-05
 -2.67937039e-05 -7.95269592e-06 -1.42260990e-05 -1.03631551e-05
 -1.30580804e-04  7.06199994e-06  1.31542956e-05 -5.31448040e-05
 -3.12724730e-05  3.15540132e-05  2.03481716e-04 -5.90813211e-05
  1.26912574e-05  2.81557161e-05 -2.06622281e-04  5.63007665e-05
 -2.02016507e-04 -1.69287774e-05  3.71331321e-05  1.64928145e-05
  1.36443517e-04  3.84851234e-04  1.26790808e-05  1.01282299e-04
  7.12735067e-05  2.90681704e-05  2.49010866e-04  4.94006022e-05
  1.02327558e-04  2.13898143e-05 -3.44069455e-05 -2.11075176e-04
 -8.58711293e-05 -9.15385310e-05  8.28552530e-05 -5.33112142e-05
  2.29334782e-05 -1.28444731e-05  3.97997709e-05 -9.62833022e-06
 -1.26345228e-05 -4.29279315e-05 -2.88009066e-05 -2.00581647e-05
  2.93431971e-05  2.17786184e-05  1.07296578e-04 -2.17708208e-05
 -3.30762105e-05 -1.07636485e-04 -5.02709197e-06 -1.59573061e-05
  1.17231354e-04 -6.48243144e-05 -2.72080164e-05 -9.57309102e-05
  7.70755837e-05 -3.86669162e-05  4.16138903e-06  1.49301070e-05
 -2.65899545e-05  2.05572201e-04  1.53116786e-04  2.56899396e-04
  5.98823256e-05 -2.66257912e-04  2.32895793e-04 -5.52900045e-05
 -1.14543380e-07  3.79242988e-05 -2.71502963e-04  6.46378087e-05
  5.05603743e-05 -9.95539310e-05  4.66464333e-05 -1.32520899e-04
  2.39414661e-05  2.09971594e-04 -1.03040250e-04  5.78992367e-05
 -1.36757450e-04 -9.14815071e-05 -2.18072461e-04  8.07730243e-05
  8.57350715e-05 -1.73939040e-04  9.84695454e-06 -5.89190019e-05
 -8.17214338e-05 -1.01365927e-05 -1.18362898e-04 -1.87904732e-05
  1.00137063e-04  4.83731290e-05 -6.08424072e-05 -6.09665136e-05]"
42,"[ 2.45726663e-04  2.77363046e-02 -1.96397023e-03  3.73018227e-03
 -1.29964413e-03 -2.38089045e-03 -4.35506020e-04 -2.88749376e-03
 -6.75117901e-03  1.35785758e-04 -9.81724368e-04 -7.21867549e-03
 -6.69767549e-03  4.16099212e-03  5.72172695e-03  3.19883803e-03
  1.21897790e-03 -9.18958336e-03 -3.29676126e-02 -1.26179267e-02
 -5.38348644e-03 -8.40136991e-03  2.41769436e-02  7.39076026e-04
  5.81683108e-02  1.65654095e-01  2.30029467e-02  1.66675870e-01
  4.48418254e-02  3.58512628e-03  1.63356833e-03 -7.13658416e-03
 -1.51616796e-02  1.17262248e-02  1.08931219e-02 -7.41906539e-03
  7.03094460e-03  1.22437071e-02  1.32803849e-02  4.60878022e-03
  1.55040179e-03  2.51512562e-03  1.70822894e-03 -3.94862454e-04
  2.57759247e-03  4.90698531e-03 -8.43602888e-04  8.30095855e-04
 -7.49443782e-03 -2.02983225e-04 -9.73682673e-03  8.46659775e-03
 -1.31139321e-02 -9.65245950e-03  5.60647217e-03  8.34675936e-03
 -2.75473627e-03  8.15306391e-03  7.44792881e-03  8.90872894e-04
 -1.97071767e-03 -4.83016821e-02 -6.53324318e-03 -3.22715745e-02
  2.31752365e-02 -4.46482307e-04 -1.59034513e-02  1.88981736e-02
 -3.40628447e-03 -1.05156012e-02 -9.39203114e-03  2.49781996e-02
  2.19549417e-02  1.38504103e-02  2.42950867e-02 -2.25397912e-02
 -2.54037659e-02  7.60078006e-03  4.49160133e-03  3.43862476e-03
  3.69350952e-03 -7.35868235e-02 -1.88097945e-02  2.49781929e-02
  3.98803602e-02  3.77091639e-02 -1.15669385e-02  1.41306700e-02
  2.03959356e-02  1.60304412e-02  6.86759603e-02 -5.69982914e-02
  8.73783346e-02 -2.20714841e-02  4.58196548e-02 -1.57663092e-02
  4.11713700e-03 -3.74447897e-02  6.77507642e-03  5.71472049e-03]"
43,"[ 0.00037374  0.03814902 -0.00300184 -0.00230675 -0.00415255 -0.00060979
  0.00110419 -0.00377868 -0.00537382  0.0033875  -0.00220594 -0.00686631
 -0.01769903  0.00717128  0.02745226 -0.00993079  0.01175084 -0.02192374
 -0.02981618 -0.00704323 -0.00265703  0.00121438  0.00174576  0.00354197
  0.02607832  0.04264988 -0.00362131 -0.06356557  0.00411433 -0.01351516
  0.06539635 -0.00835973  0.19006566  0.19622886  0.06975843 -0.08868402
  0.01044461 -0.01124267  0.05262188  0.03443215  0.0986089   0.00204728
  0.01866267 -0.00996548  0.0280508  -0.01548912 -0.00165417 -0.00890098
 -0.04922508  0.08140169  0.00786218 -0.00878953  0.00525044  0.00525563
 -0.02369249 -0.00500007  0.00936969 -0.00174651 -0.01302106 -0.00065969
 -0.0103126   0.00514141 -0.01568142  0.02824864 -0.00803242 -0.01055697
  0.0274123   0.0094424   0.00231599  0.00793927  0.02068818  0.01784162
  0.00876682 -0.00274509 -0.01512304  0.02422111  0.00211482  0.00975485
 -0.00681887 -0.02118431 -0.02187792 -0.00846878 -0.00852805  0.00768114
 -0.01144749 -0.0044385   0.00505587 -0.01154799 -0.00943687 -0.00816901
  0.03794767  0.03290218 -0.01605301 -0.02583963 -0.06354595 -0.0262333
  0.02763005  0.07027689  0.03830483  0.01756828]"
44,"[ 2.36673697e-08  6.00581809e-06 -1.77177569e-07  6.22004738e-06
  9.15605442e-07 -1.91420458e-06  8.92175767e-07  6.84879599e-06
  5.15082319e-06 -6.71847002e-07 -4.21939216e-06 -3.54507621e-06
 -7.05948359e-06 -2.60225483e-06  4.31071247e-06 -3.84488437e-06
  3.36759093e-07  2.13427468e-06 -4.76224121e-06  4.54694954e-08
 -6.13302605e-06  1.08916027e-06 -1.21284480e-05  3.63917803e-07
 -9.36892414e-07  3.45774345e-06  8.95705654e-06  1.21748378e-05
  6.30793396e-06  7.76643635e-06  5.38569679e-06 -7.78118825e-07
  1.47168494e-06 -3.77197577e-06 -2.57184938e-06 -7.76510899e-06
  1.55850641e-08 -6.90497138e-06 -1.86670833e-06 -9.10242899e-07
 -1.91354187e-06 -1.75536873e-07  5.05073535e-06 -2.70195883e-06
  7.13779752e-07 -5.05796110e-06 -9.01712294e-07 -5.35301121e-06
  3.02515379e-06 -1.43531582e-07  3.80031538e-07 -1.39523694e-06
 -6.01545430e-06 -5.81490301e-06  3.60101631e-06  2.74976762e-06
  3.40890530e-07  3.17426999e-06  8.61093532e-07  7.09510363e-06
  7.40842063e-06  3.84136116e-06  5.78294872e-06 -2.62915722e-06
  8.50430577e-06  2.38620694e-07 -5.79997849e-06 -5.13224603e-06
 -5.46554903e-06  2.05414761e-06 -1.86251252e-06  1.31730608e-06
 -1.04216493e-05 -3.15843526e-06  3.39325749e-06 -3.96851310e-07
  3.62234645e-06  2.45710969e-06 -3.02699400e-06  6.90233502e-06
  3.16849859e-06  8.79473731e-06 -3.95305302e-06  2.55380313e-06
  2.04158129e-07  5.09334742e-07 -3.84541690e-06 -4.60444140e-07
 -1.12426532e-05  3.93436930e-06 -1.23843725e-05 -2.15784077e-06
 -2.25812990e-06  1.46779771e-05  5.64154603e-06 -1.65958623e-05
 -2.22911683e-06 -2.02900139e-06  1.72068030e-06  4.89191909e-06]"
45,"[ 1.27613729e-04  3.41202822e-03  3.16939984e-05  2.43878138e-03
  3.00476195e-04 -2.10639060e-04  2.98127632e-04  1.29282116e-03
  4.19378215e-03  9.21372916e-05  1.52374830e-03  2.11489067e-03
  6.70438004e-03  1.70589953e-03 -1.81612586e-03  9.87087043e-03
 -3.85679815e-03  1.49874400e-03 -1.33703161e-02 -4.84531351e-03
 -1.86648809e-03 -6.49455014e-04  1.03877402e-02 -4.97221696e-04
  9.58744616e-03  2.72479588e-02  3.74807596e-03  7.62596282e-03
 -7.83575029e-04  1.14795103e-02 -7.70656680e-03 -3.75173324e-03
 -7.18975460e-03  3.52929324e-03 -8.63695274e-04  3.16687750e-04
 -2.54885829e-03 -9.96049226e-03  1.56059226e-02  2.96189847e-04
  2.56718709e-03 -2.29176227e-03 -6.25267350e-03  6.13592521e-03
 -4.47433401e-03  8.08439553e-03 -3.94298607e-03  2.89880777e-03
 -5.86034723e-04  1.27006788e-02 -4.42785915e-03 -3.98036392e-03
  1.32312176e-03  1.51617428e-02  1.92712505e-02 -9.07461615e-03
  3.29039072e-02 -5.37343769e-02  1.12206465e-04 -5.41373021e-02
  9.04303582e-03  1.09226085e-01 -2.09796172e-02  7.21608474e-02
 -2.43506142e-03  2.33507914e-02  2.21342745e-02  3.79142288e-02
 -8.29258408e-03  2.85410596e-02 -8.03836200e-03 -1.08995467e-02
 -3.86918364e-02  3.08132135e-02 -8.93154114e-02  4.25656833e-02
  1.48028209e-03  3.93661636e-02 -4.27204024e-02 -4.18134537e-02
 -3.30150648e-02 -1.28250712e-02 -5.50119147e-02 -4.95283998e-02
 -3.32654336e-02  1.00937684e-02  9.71029701e-03 -3.95456818e-02
  1.05505830e-02  8.95396175e-03 -5.44095909e-03 -4.54717218e-02
  1.00549554e-02 -2.35520046e-02  1.24908835e-02  8.49913845e-03
  1.25574474e-02 -1.07733681e-02 -1.41691089e-02  2.17753313e-02]"
46,"[ 5.53613836e-04  6.13992648e-02 -5.56965937e-03 -1.15390890e-02
 -1.13514303e-02  5.33785142e-04  1.36140274e-03  1.15653200e-02
 -1.46027239e-02 -9.11723014e-04  2.24750548e-03  5.91623873e-03
  7.66934361e-02  3.84600713e-02  1.24981255e-02 -6.84574764e-02
  2.72051910e-02 -2.24253800e-02  8.01226977e-03  7.65514207e-03
  6.00149876e-04  4.71708678e-03  3.13009233e-03 -3.66150131e-03
  7.38208771e-04  1.58417188e-03  1.12562783e-02 -4.91221047e-03
  8.31052537e-04 -2.00582710e-02 -1.22954930e-02 -1.16787686e-02
 -3.53207658e-03  1.31261528e-03  3.89879389e-03  7.13824816e-03
  6.81082933e-03 -1.48613850e-03 -5.97813846e-03  2.29992193e-02
  1.42181271e-02  2.78843639e-03 -1.03325877e-02  7.84072148e-03
 -4.63334217e-04  2.06192237e-02 -5.02803527e-03  3.77635277e-03
  6.07591324e-03 -2.24154828e-02  3.68232077e-05  4.72383534e-03
 -3.46515337e-03 -1.29026538e-02  5.27647475e-03 -9.23626553e-03
 -1.38375297e-02 -1.77446053e-02 -1.48270739e-02  9.48423245e-03
  8.73123159e-03  8.91871595e-03  8.83755423e-03 -1.02183054e-02
 -3.33072302e-03 -9.66177139e-04 -4.79363932e-03  9.54633817e-03
 -5.98278133e-03  7.17371617e-03  1.67459161e-02  1.01768472e-03
 -8.19944758e-03 -1.81206727e-02 -4.49887421e-03 -1.54180335e-03
  2.95020523e-03 -5.40320732e-03  9.68291805e-04  1.02036056e-03
 -1.06743940e-02 -1.41293556e-02 -5.16898418e-03 -1.67300594e-02
 -1.47602322e-02 -8.98480583e-03  1.30178356e-02 -6.00535317e-03
  6.59823917e-03  1.67317103e-02  7.60158530e-03 -1.97595327e-03
  2.91672643e-03  5.83346904e-03 -8.85143722e-03  1.10510651e-02
  8.19628635e-03 -2.30174379e-02  9.67825767e-04 -3.04800285e-02]"
47,"[ 2.12067892e-06  3.53338321e-04 -2.90173266e-05 -6.50082859e-05
 -6.83494401e-05  1.45622576e-05  8.37992406e-06  7.57639050e-05
 -3.99599710e-05  7.79190937e-08  4.22805869e-05  1.44636817e-05
  7.26364958e-05  1.57098936e-04  8.36078909e-05  1.05070082e-04
 -5.03169991e-05 -2.05728809e-04 -1.15537587e-04 -1.18885297e-04
  5.09386781e-05 -1.43305062e-04  4.76091647e-05 -5.42152501e-06
  1.28455379e-04  2.95906971e-04  4.49238918e-04 -1.34986504e-04
 -2.98167511e-06  7.53386506e-07 -1.11052101e-04 -3.67386217e-06
 -3.09196851e-05 -8.64373554e-05 -4.27976684e-05  1.03259217e-04
  1.11386201e-04 -1.49843907e-04 -8.83181485e-05 -4.26237026e-06
  1.58455057e-06 -4.96755220e-06  2.06343311e-05 -8.25936595e-06
 -7.23861897e-05  7.67700021e-05  5.60813081e-05 -2.06078404e-05
 -5.56237917e-05  2.13221291e-04 -1.65893517e-05  4.66519660e-05
 -2.71737551e-06 -1.80609121e-05  4.22039301e-05 -7.41526857e-05
  2.60211635e-04 -1.91231571e-04 -1.02045376e-04 -7.62687432e-05
  5.20009561e-05  7.39801494e-05  4.81589135e-05 -2.77659184e-05
 -1.43940788e-04  2.44994548e-04 -1.99244944e-05  2.97611944e-04
  1.87141066e-04 -2.04965808e-04  7.09865258e-05 -3.60651888e-05
 -2.72804397e-04  1.48858885e-04 -2.85159262e-04  2.28844882e-04
 -1.52679088e-04  1.76828956e-04 -2.56341864e-04 -2.98954566e-04
  2.09653938e-05 -3.18880328e-06 -1.37681755e-04 -2.14246805e-04
 -1.83954774e-04 -1.97086688e-04  2.61758045e-05 -9.45144387e-05
  1.31450800e-04  2.81706431e-06  1.64360619e-04 -6.11627358e-05
  4.54567373e-05 -1.53234675e-04 -1.40347355e-04  5.79765513e-05
  3.33006085e-05 -1.25673263e-04 -1.89319062e-04 -9.67576277e-05]"
